price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_above,sqft_basement,state
79072,1,3.5,959,11562,1.5,0,3,5,7,1932,0.0,64592,47.179550779280774,-92.2385144389875,959,0,WV
50000,3,2.5,2240,12035,1.0,0,3,2,10,1906,0.0,57458,43.60757809312903,-112.21006082581701,1324,916,SC
50000,4,3.5,181,12183,1.0,0,2,2,7,2016,0.0,68046,38.78628359207547,-88.46005483249533,94,86,KS
50000,2,4.0,-73,8800,1.0,0,2,5,6,2015,2022.0,26488,41.69536517725446,-103.61014439828163,-73,0,NY
224639,5,1.5,1918,8028,2.5,0,1,4,2,1951,0.0,68841,47.1835925201783,-75.86888009935225,1918,0,OR
106035,4,1.0,2543,9240,2.5,0,1,3,8,2019,2021.0,10395,42.09745668335012,-98.16191489714706,1693,850,LA
162958,3,4.5,3630,4301,1.5,0,3,1,1,1910,0.0,62669,33.84098818203361,-82.59284258787724,3630,0,MD
439021,2,4.0,4419,13591,1.0,0,0,2,13,1926,1992.0,20845,42.11267685493832,-118.55443616473448,4419,0,VA
120079,2,2.0,3319,5991,1.0,0,4,5,1,1913,0.0,46059,25.96667590564931,-101.42661226076626,3319,0,AK
290469,5,2.5,2727,4700,3.0,0,4,1,6,1985,1985.0,28394,34.27397348393395,-67.95523812107328,2727,0,MN
211622,1,2.0,2159,9928,3.0,0,0,2,5,1979,0.0,55906,34.751752764293904,-77.91776349980255,2159,0,NJ
50000,3,3.5,468,9349,1.5,0,0,3,9,1945,0.0,69332,29.004117626100033,-114.88337426508507,417,51,AZ
637000,5,2.0,1853,11248,1.0,0,2,4,13,1975,1999.0,47305,25.554051533242486,-108.16744917979646,1853,0,VA
1061339,3,4.5,3290,7158,1.5,0,4,5,12,2012,0.0,52628,28.20114967930583,-105.20049889518742,1732,1558,RI
50000,1,1.0,2898,8037,3.0,0,3,3,7,2009,2009.0,31352,40.71091589912932,-86.92916305175959,2898,0,WA
50000,1,3.5,713,13460,3.0,0,1,2,2,1909,1916.0,96682,44.2549315927285,-80.85129870908963,547,165,WI
149478,5,2.5,2614,13156,2.5,0,2,5,13,1923,0.0,92971,48.71688382544738,-81.27698329794914,2331,282,AL
271681,1,3.0,2528,12947,1.5,0,4,1,12,1960,0.0,61993,33.312724074603864,-94.93717879053504,2528,0,SD
175180,4,3.0,2349,10169,1.5,0,0,4,7,2009,0.0,49386,39.38510133426644,-77.78322934322537,1324,1025,MI
106493,2,2.0,1972,10844,1.0,0,4,2,3,1917,1976.0,66624,47.491479203562925,-99.08654928282392,1972,0,NH
822353,5,3.0,2665,11152,1.0,1,3,4,1,1985,0.0,67065,29.009002752115663,-116.93880777815298,2665,0,IN
165769,3,1.5,2697,6719,2.5,0,2,5,11,1908,0.0,95504,42.223494072225826,-91.82681502573264,2697,0,WV
50000,4,4.0,1358,17370,2.0,0,0,3,8,1916,0.0,18539,43.11948959557992,-69.71882107773692,1358,0,NV
449108,5,4.5,2455,16657,2.0,0,3,4,12,2001,0.0,11263,27.135412860864122,-78.79936187062685,2455,0,MA
93561,1,1.0,1810,13971,2.0,0,1,1,3,2003,2004.0,23305,45.66998524439356,-91.01406308154219,1810,0,VT
50000,1,3.5,512,7870,1.5,0,2,2,11,1957,2008.0,63817,44.514521130660256,-87.13207736010148,512,0,NY
145119,1,2.5,1438,12695,1.5,0,3,1,8,1912,1994.0,34398,25.801672157858427,-70.95796445897236,1438,0,CO
50083,1,3.5,436,14891,3.0,0,3,4,7,1949,0.0,85801,27.186025957121235,-99.58446071720725,436,0,AL
106229,3,1.5,2980,3884,1.5,0,0,3,12,2000,2018.0,59107,26.179045453404456,-105.11053408026967,2459,520,MA
189131,4,3.0,2355,18472,1.5,0,1,3,2,1905,0.0,42152,33.03384476318469,-68.29723079497441,2355,0,AR
316945,2,4.0,1644,1303,1.5,0,3,1,13,1984,0.0,40624,37.222935776318224,-74.783741389911,1124,520,AZ
758020,3,3.5,3420,13523,2.5,0,2,5,1,1950,0.0,66132,37.776345470911096,-105.58651567673967,3420,0,WI
50000,3,1.0,2067,17266,1.5,0,3,5,7,1935,0.0,62979,31.424002234466624,-97.5645059504274,2067,0,NJ
54026,2,4.0,568,9434,1.0,0,4,3,13,1970,0.0,68013,46.87832527744658,-100.34054664655545,568,0,NM
297518,2,3.5,1560,9247,1.0,0,2,1,1,1999,0.0,73797,33.83830695692592,-115.50154631572826,1560,0,ND
115807,1,3.0,3632,13338,3.0,0,2,1,6,1924,0.0,61798,26.09320374316846,-69.40429854264423,3632,0,ME
86200,3,4.0,1330,19259,2.5,0,3,1,13,1910,0.0,26650,32.20545067699327,-100.95419142047375,1330,0,MD
353638,5,2.0,2275,8594,1.0,0,0,4,11,1943,0.0,36014,37.746626141059735,-74.10624228963925,2275,0,MN
112497,2,4.5,2743,6095,2.5,0,2,5,10,1913,0.0,86421,34.79732374211757,-113.2066950222021,1851,892,SC
346612,2,2.0,2589,7881,2.5,0,4,5,11,2008,0.0,17434,31.57222045838222,-92.77136379367847,2589,0,MO
50000,4,1.5,4449,2237,3.0,0,0,4,10,1928,1970.0,40028,28.15175799434362,-122.63420104791662,4449,0,IA
50000,5,1.0,823,14488,2.5,0,0,2,8,1973,2010.0,76558,44.65994800230951,-80.43943242098841,634,188,PA
128316,5,4.0,923,7429,1.5,0,0,4,7,1949,0.0,34331,48.9074858109806,-90.88790779996214,466,456,MN
50000,2,4.0,840,8958,2.5,0,2,1,4,2011,2021.0,77573,32.90901120457317,-88.3413937422241,604,236,AK
117503,1,1.5,1704,14548,3.0,0,0,4,1,1904,0.0,84292,34.158905060238496,-121.05190969438475,866,837,IA
50000,4,2.5,3099,8115,3.0,0,3,1,1,1971,0.0,56326,39.83290059224697,-111.97081517810892,3099,0,UT
80477,5,1.0,968,13795,3.0,0,0,3,4,2009,0.0,92979,42.24259539365299,-119.76314027584593,968,0,OH
356450,2,4.5,3113,4809,1.0,0,4,1,5,1968,0.0,14123,34.40870883528619,-107.53188399918272,3113,0,GA
537609,5,1.0,2035,14793,1.5,0,1,5,12,2021,0.0,26603,46.71830840756357,-88.2359765621174,1213,821,IN
50000,4,4.5,891,11709,1.0,0,4,4,7,1987,2008.0,75941,38.44009574149404,-91.72739889390962,891,0,NE
53135,4,4.5,248,9557,2.0,0,2,1,4,2003,2006.0,52597,35.809361833742344,-89.10746016803675,248,0,IN
50000,3,1.0,472,10654,1.5,0,0,2,10,1956,0.0,73238,40.52014607583772,-92.69267753146002,472,0,OH
50000,2,2.0,1334,3566,2.5,0,0,3,12,1925,0.0,94238,47.867292357980155,-108.43735864647601,1334,0,NC
135413,4,3.0,1830,10540,3.0,0,3,2,1,1905,0.0,52719,44.06925506612093,-110.06307265136776,1830,0,AL
185979,3,1.0,3346,9291,2.0,0,0,2,11,1915,1929.0,51751,25.960315132842986,-116.18759803841486,2801,544,ND
152612,3,3.5,2799,3702,1.5,0,4,2,10,1959,0.0,96978,32.97543785775903,-75.60296013050095,2799,0,ME
116846,5,1.5,1161,6644,1.0,0,2,3,7,1999,0.0,27693,36.29307243882934,-88.86067656314907,693,467,MS
185640,5,3.5,2408,9353,3.0,0,1,3,2,1911,0.0,99541,32.54842173301853,-113.36887228726859,2408,0,TN
322083,3,2.0,3651,6963,1.0,0,0,3,13,1974,0.0,47697,41.80450145993096,-113.89906535018935,3651,0,AR
305262,5,2.0,3873,-2060,1.5,0,1,3,11,1902,1964.0,39992,44.83045959670194,-74.23697071301021,3873,0,OK
263482,4,1.5,1685,15381,1.5,0,0,2,2,1962,0.0,73825,42.55228228444652,-81.6643407654908,1685,0,IL
142233,1,4.0,2958,9289,2.0,0,2,5,8,2007,0.0,19522,48.743998883878604,-86.41425244539383,2958,0,NY
1100941,4,3.5,3389,-1369,2.5,0,4,5,12,1963,0.0,55406,31.541143549432697,-100.80874587025991,2577,812,FL
50000,3,4.5,492,20674,1.0,0,2,3,10,1961,2016.0,22121,45.99974788058611,-109.0673928361245,492,0,RI
217108,3,4.5,1487,16206,2.0,0,1,4,10,2000,2022.0,24219,43.398943964187666,-68.17130650256905,1487,0,KS
333981,4,4.5,4220,8255,3.0,0,0,1,10,1905,0.0,11617,33.69229018139551,-78.5573442237004,3560,659,WY
197773,5,2.5,1698,5787,2.5,0,1,4,5,1918,0.0,53016,42.61898904776724,-106.79858428123224,1698,0,AZ
50000,5,1.0,-928,12015,2.0,0,4,4,10,1917,1971.0,60672,27.49782295403793,-75.6888066121258,-718,-210,MD
172330,3,1.0,1879,11011,1.0,0,2,4,2,1979,0.0,34276,43.94400357617326,-80.74087892896316,1879,0,GA
208391,2,2.0,3124,12710,1.5,0,1,5,5,1986,0.0,82240,37.77593446209046,-107.0664086569541,3124,0,MI
62491,5,2.5,2006,5801,3.0,0,1,1,8,1942,0.0,65735,32.01496414502208,-99.68648730822653,2006,0,WV
562198,4,1.5,2715,15488,1.0,0,4,4,6,2000,0.0,27959,40.73865524282032,-113.40065361271148,2715,0,AZ
832007,5,4.5,2938,7632,2.5,0,0,3,3,1972,0.0,38522,40.39887996914582,-117.67001067044777,2069,868,HI
83320,4,3.5,1645,13403,2.5,0,1,5,8,1902,0.0,66087,30.027669345270393,-82.80256412813728,1434,210,MO
257769,3,3.0,1480,6015,1.5,0,4,3,9,1971,1984.0,19953,25.729537955476626,-108.7518241308296,1011,469,TN
153998,5,3.0,2153,23240,1.5,0,0,3,5,1937,0.0,36567,35.406942085640175,-77.25661615246355,1444,709,WV
579339,4,4.5,2177,13477,3.0,0,0,4,13,1967,0.0,70523,38.66828486426611,-67.25030344367772,1650,527,DE
253705,3,1.5,2054,24421,3.0,0,2,3,2,1975,0.0,72708,46.038526680894364,-119.63267060601002,1516,537,FL
73547,2,2.5,2095,14138,1.5,0,4,1,2,1943,0.0,32560,47.27720309554226,-97.03699787022909,1083,1011,IA
120931,4,1.0,1251,7192,1.5,0,0,3,7,1994,2002.0,68390,37.69132523576239,-78.28243411928423,1251,0,NY
560774,2,4.0,2750,14146,2.5,0,2,4,1,1988,0.0,78149,43.091283610445075,-79.02979889714969,2386,363,AZ
276982,2,2.0,2599,14502,1.5,0,3,3,10,2016,2016.0,46660,35.54327853587193,-80.6801619751348,2599,0,AR
89124,1,4.5,663,11866,2.0,0,4,5,12,1979,0.0,55104,42.905971757749434,-104.10728868779108,663,0,NJ
268734,5,3.5,1610,13151,1.0,0,3,5,2,1962,0.0,67805,29.915236598540005,-98.13036442595202,1610,0,IL
404060,4,3.0,2093,13808,1.5,0,0,5,10,1941,0.0,34496,33.905553635284754,-90.0868036315362,2093,0,UT
122147,2,4.5,1465,5031,3.0,0,4,2,4,1963,0.0,93301,40.22147197152675,-68.48538673632433,1465,0,MA
292103,1,2.0,2637,4675,2.0,0,2,5,1,1953,0.0,13515,25.435791174569893,-105.3298055565059,2637,0,SD
226973,3,2.5,1933,6028,3.0,0,0,5,4,1977,0.0,14454,42.339071448134895,-71.3807984001391,1933,0,VA
132462,4,1.0,2169,10637,2.0,0,4,2,13,1976,0.0,32873,45.052852030436,-108.64665566371184,2169,0,ME
371539,2,3.5,1599,8884,1.5,0,4,5,12,2004,0.0,83920,34.57939986625483,-67.62275546799884,1599,0,RI
50000,5,1.0,6,5122,1.0,0,3,4,11,1970,0.0,23727,35.75061801225195,-85.79496985082727,3,2,WV
50000,1,1.0,-50,13876,3.0,0,0,5,13,1975,0.0,79070,45.43077309319675,-97.5798456195626,-50,0,MI
409537,2,4.0,2589,11415,2.0,0,2,5,10,1936,0.0,59979,43.615711247824805,-89.03674560037453,2589,0,MD
335015,5,4.0,2266,10844,2.5,0,2,2,5,2013,0.0,35465,31.915587736801,-108.46572336470821,1953,313,OR
176441,2,1.0,2438,8710,1.5,0,0,4,9,1903,0.0,63900,32.77542655747693,-108.3720901218464,2438,0,NM
121953,4,3.0,2134,8108,1.0,0,0,3,1,1901,1910.0,69799,41.29307757737432,-117.52739100092086,2134,0,GA
321549,4,4.5,2214,5793,1.5,0,1,1,12,1998,2022.0,31330,38.51675421875587,-117.49913303079227,2214,0,LA
311936,4,1.5,2969,14668,2.5,0,3,4,5,2021,0.0,18302,28.893509706315925,-104.18271073627206,2328,640,TX
162412,1,1.5,2444,6482,1.0,0,0,3,2,1943,0.0,88443,32.43831782149999,-80.5172377599068,1386,1057,RI
376847,4,1.0,3040,11046,2.5,0,0,4,9,1966,2005.0,99966,46.599598645087696,-89.34564344690475,3040,0,VA
117643,5,1.0,2171,18310,1.5,0,1,3,6,1967,0.0,82717,41.51618648133432,-118.15268006113182,2171,0,MD
431775,2,1.5,1699,8338,2.0,0,1,3,2,2001,0.0,22875,48.663383624452464,-75.42251807637308,884,815,LA
130856,3,1.0,2194,14803,1.5,0,4,4,3,1975,1991.0,37219,43.40830071953847,-89.72204526156622,2194,0,HI
50000,5,4.0,1163,12843,1.5,0,2,2,8,1982,0.0,46182,47.60738637144617,-69.23123212326755,1163,0,MI
442799,5,3.0,1620,11557,1.5,0,3,4,1,1973,1979.0,90541,30.18852577289141,-85.79942835756117,1620,0,UT
342996,4,1.0,2177,12151,3.0,0,4,4,12,1961,0.0,52269,43.515636995606215,-114.01503276886169,2177,0,LA
122933,1,2.0,2164,9525,2.5,0,0,3,3,1900,0.0,89781,25.48522048354714,-96.99434834845414,2164,0,ND
177063,2,4.5,1893,10173,2.5,0,1,1,13,1916,0.0,16457,41.09824052107682,-87.03563693980936,984,908,MN
50000,1,4.5,611,7259,2.5,0,2,3,10,1915,1955.0,16749,36.26277467488579,-122.38891204015127,611,0,AL
61532,2,1.5,2636,10207,3.0,0,4,5,1,1908,0.0,43064,33.32224172608164,-123.15011494317595,2636,0,GA
553125,2,4.5,2834,7073,2.0,0,2,4,11,2020,2020.0,19821,45.69770445503414,-116.62402896588164,2834,0,AL
169288,1,1.5,3643,15028,1.5,0,1,4,11,1952,0.0,88655,45.50242462378074,-109.65512720240817,3643,0,PA
502134,5,3.0,2441,1502,2.0,0,4,2,8,1972,2018.0,17664,25.535240917567446,-99.5156999593215,2133,307,RI
184951,2,3.0,2001,12405,3.0,0,4,3,1,1958,0.0,39281,39.62812293878635,-96.21589299569206,2001,0,WI
52650,1,4.0,986,11682,2.5,0,2,2,13,2018,0.0,41821,33.827973383702954,-116.13242629053988,690,296,FL
173612,2,4.0,3492,11230,1.5,0,1,4,5,1908,0.0,34647,34.975864036010776,-85.61667999039764,2235,1256,NM
174674,3,2.5,2247,15122,1.0,0,0,3,4,1911,1926.0,79918,44.968977741250626,-90.02013048329752,2247,0,CT
264288,5,4.5,2193,8569,1.0,0,4,3,7,2018,0.0,91985,32.43615451666428,-107.21554636605387,2193,0,KY
96747,4,2.5,1745,11277,2.0,0,0,5,5,1940,0.0,92799,47.633171455302886,-123.22138664418836,1745,0,OH
87387,2,3.0,1682,1417,2.5,0,1,5,8,1914,0.0,84944,29.311211832931377,-119.57406882486242,1682,0,WV
329395,3,3.5,2688,7923,1.0,0,4,1,12,1965,0.0,99142,40.905338160836266,-101.67339779588215,2688,0,OR
80987,4,1.0,978,14278,2.0,0,4,5,11,1974,0.0,37603,41.130521608330355,-115.22346198355602,978,0,LA
195313,4,3.5,3625,3304,3.0,0,0,3,1,1910,1971.0,56458,31.052683874270038,-102.52128244956566,3192,433,NC
154803,2,2.5,3407,10798,2.0,0,3,5,5,1907,0.0,80605,32.794014615212845,-88.19359154290976,2864,542,AR
50000,1,4.0,1645,6612,2.0,0,0,1,4,1954,1982.0,29623,45.03516382191857,-92.80746661088084,1645,0,MN
50000,2,1.0,1136,9445,2.0,0,0,4,3,1995,0.0,54440,43.28332611891886,-110.82297466116853,1136,0,HI
50000,3,2.5,-15,6911,1.5,0,3,5,5,1905,0.0,92427,32.89830112755423,-104.40211799825111,-15,0,FL
80889,4,4.5,748,3764,2.0,0,1,3,10,1952,0.0,17704,37.814957126438415,-89.0002216884269,632,116,NJ
134366,2,1.0,2729,11930,2.0,0,1,4,3,1919,1919.0,37460,26.480327110074292,-74.93126340152342,2729,0,DE
296775,1,3.5,2315,9752,1.5,0,4,3,8,1938,0.0,93045,30.0099011775671,-81.066833991884,2315,0,SC
589740,2,2.5,2493,13063,1.5,0,2,4,13,1998,0.0,92805,36.659693412649574,-92.45619847049535,2493,0,CA
50000,5,4.0,154,13972,3.0,0,2,3,3,1971,0.0,83511,27.063369646701076,-103.34929909596029,154,0,ID
190296,1,1.5,1604,16126,2.5,0,4,5,1,2013,2015.0,16565,45.239976517406504,-103.19207718011708,1604,0,AL
146060,3,1.0,3367,10667,1.0,0,2,5,9,2012,0.0,98003,42.23214904258355,-73.87321331492942,3367,0,IA
237550,4,3.5,1903,16343,1.0,0,0,1,9,2006,0.0,14870,47.647208095563876,-121.76311616568886,1903,0,MO
50000,2,4.0,727,5121,2.0,0,0,4,6,1933,0.0,28909,41.64320574313665,-67.68498926804511,727,0,LA
187981,1,3.5,1888,14544,3.0,0,3,1,10,1956,0.0,19117,47.56963293429246,-86.13060158146095,1888,0,PA
99022,5,3.0,1228,12296,2.0,0,3,2,1,2016,2018.0,77474,38.308301336583156,-85.17515115287374,895,333,TN
533903,1,4.5,2333,11165,1.0,0,4,5,8,2022,0.0,54322,39.40524666548727,-121.8341232736297,2333,0,VA
802105,5,4.0,2020,12223,1.5,0,4,4,2,2019,0.0,30128,48.44730531103026,-89.48483133119748,2020,0,MT
179747,3,4.5,2543,5196,2.5,0,4,1,9,1918,0.0,79001,40.41109952474225,-96.36765057484452,2543,0,SC
88555,4,2.5,782,4016,3.0,0,0,1,8,1970,0.0,10440,25.73887765265792,-117.97060230703818,782,0,AZ
181226,3,4.5,1551,18549,1.5,0,2,2,3,1930,1961.0,70955,42.37126663913256,-108.15844538614652,1551,0,MI
178884,2,1.5,3090,9156,2.5,0,4,1,13,1981,0.0,59613,46.73124861129797,-73.25207599582188,3090,0,MT
72930,1,3.5,645,9085,3.0,1,4,3,5,1939,0.0,80949,44.09392599506384,-92.65066029564068,645,0,ME
80236,5,2.5,996,4488,3.0,0,0,5,9,1913,2013.0,21663,39.011998543010144,-100.43525521508721,996,0,UT
325150,5,4.5,2199,2591,1.0,0,0,1,13,2002,0.0,29547,41.111284314244394,-119.85711711707377,2199,0,UT
106048,1,2.5,2286,9558,1.5,0,0,1,1,2016,0.0,91662,48.76460294204012,-83.29507293806859,2286,0,WA
194561,1,4.5,1511,8292,3.0,0,2,2,9,2022,0.0,10005,27.175890124224118,-83.93750306642615,794,716,RI
193652,2,2.0,1721,10008,3.0,0,4,3,4,1999,0.0,17038,41.01387588719775,-88.99951440256388,1446,274,OK
927150,3,3.0,2533,10435,2.5,1,1,1,4,1980,0.0,16414,31.801544669694252,-94.915029165423,2533,0,MA
455574,5,3.5,2849,22447,1.0,0,1,5,4,1936,0.0,97659,40.362169518068086,-99.27428907417976,2849,0,SD
92270,2,1.0,930,8307,2.0,0,4,5,10,1943,0.0,79506,39.58296582121453,-90.18354769968444,930,0,WV
50000,3,1.5,2364,17899,1.0,0,4,1,12,1908,1939.0,86586,28.68296397059589,-110.69645925148082,2364,0,MT
577204,2,4.5,3512,18210,2.0,0,4,3,9,1957,1976.0,12606,29.96191949776574,-70.34823334187408,3512,0,IL
161564,5,3.0,1884,13768,1.5,0,4,5,6,1919,0.0,26482,39.91910987303712,-90.43871183672692,1884,0,OK
194135,1,2.5,920,8824,1.5,0,2,5,11,2008,2014.0,81873,28.077518735290578,-106.26203067180055,814,106,MS
50000,1,2.5,873,3192,3.0,0,1,3,8,2020,0.0,43948,31.36434100312775,-98.36824849954604,510,363,SD
103420,3,2.0,1839,12389,1.5,0,3,3,12,1991,0.0,99987,45.04589314571206,-78.07596703401714,1625,213,MT
245568,4,1.0,3035,15094,3.0,1,1,1,4,1949,0.0,30875,32.85019614403933,-114.78788453837305,3035,0,MA
50000,3,2.5,1959,18738,1.0,0,1,4,3,1919,0.0,23057,36.71344375047191,-107.30836951976517,1959,0,LA
180098,4,1.0,2189,5250,1.5,0,0,2,1,2004,0.0,42400,47.58736804350016,-85.26804270401634,2189,0,IA
50000,2,1.0,1003,8782,1.0,0,4,4,10,1935,0.0,81458,30.45157813208671,-106.01711523051324,1003,0,IA
632041,2,4.5,2983,5280,1.0,0,4,4,7,2016,0.0,78607,34.35102441659225,-78.82740413389644,2983,0,CO
85302,5,2.0,854,6832,1.5,0,4,5,4,1926,0.0,97561,39.554986613045095,-116.56415123089043,854,0,TX
295707,4,2.0,1495,13321,1.0,0,0,3,8,1971,1979.0,37503,43.12813430809533,-80.5268882840873,1173,321,NM
394648,5,3.5,2629,6603,1.5,0,2,5,3,1931,0.0,33765,46.63968128110493,-120.10395225351772,2629,0,NV
50000,1,4.0,-39,5878,1.5,0,2,2,1,1900,2007.0,56612,46.97135170176436,-123.2822210779528,-39,0,DE
76186,4,3.0,2173,13984,1.5,0,3,1,5,1916,1927.0,94335,43.63936178494295,-72.80125942656676,1528,645,NH
230022,3,4.5,960,12253,2.0,0,2,2,2,2020,0.0,91748,30.47994007823945,-90.86366463485898,960,0,MA
50000,1,2.5,2016,11750,1.0,0,2,5,3,1908,0.0,19428,25.595423921021577,-103.94586686605174,2016,0,KY
337423,1,1.5,1647,6735,2.5,0,4,5,6,1983,2001.0,41419,34.210574328534975,-110.74210569306052,1647,0,WI
443344,3,1.0,4105,16465,1.5,0,1,5,3,1944,0.0,75195,28.397172423707758,-88.83751035413349,4105,0,MS
116686,1,1.5,1606,10072,1.0,0,2,5,3,1995,0.0,83695,42.049303538519155,-94.98687553840593,1606,0,WY
50000,4,1.5,3842,21900,3.0,0,2,4,12,1965,2006.0,99846,40.867134083817206,-67.47892679479085,3842,0,OK
266411,5,1.0,2586,10805,1.5,0,0,1,6,1931,0.0,49142,26.055319398914918,-67.95668876073648,2586,0,NM
87087,1,3.5,1198,-1666,1.5,0,3,4,5,1944,0.0,81540,45.07825069914283,-87.80359972992825,1198,0,WA
398392,4,4.5,2330,-1889,2.5,0,0,5,10,1908,0.0,48289,30.969838390988375,-98.75638115196423,2330,0,ND
50000,2,2.5,1695,13119,2.0,0,4,3,9,1929,1998.0,86948,35.373449811785015,-96.00496475932425,942,753,AK
173478,4,3.5,2242,16502,2.0,0,1,4,1,1983,0.0,68951,41.03040965093782,-85.09869322449887,2242,0,TN
188034,5,4.0,1286,6080,1.5,0,3,5,13,1937,0.0,21755,35.30605088445408,-118.21025097858326,1286,0,AZ
520115,4,1.5,3690,20504,1.0,0,0,5,3,1959,2021.0,94553,35.590907267198645,-105.28393179278906,3690,0,NJ
136632,3,4.5,2925,18314,3.0,0,2,1,3,1900,0.0,13890,26.57507188805777,-119.70948226279458,2585,339,DE
482748,5,4.0,2031,11052,3.0,0,2,2,11,2020,0.0,27175,34.63464518224009,-119.81843670753558,2031,0,CT
63832,2,1.5,3729,12697,1.0,0,3,4,6,1904,0.0,84727,43.356349437279604,-112.83716321202868,3729,0,ID
148109,3,1.0,2074,14472,1.5,0,2,4,8,1962,0.0,75687,46.96423209247835,-96.34056448818606,1129,945,ME
306761,4,1.0,3097,19449,3.0,0,0,4,3,1998,0.0,94983,34.92393128952092,-79.26786369372101,1719,1378,MT
275595,5,2.0,2038,13410,2.0,0,0,5,3,1935,0.0,98287,35.16605984509789,-96.32673420354527,2038,0,NV
187348,2,1.5,2393,10939,1.0,0,2,1,6,1964,0.0,34288,41.86305055176765,-104.87783319803043,2393,0,IA
59959,3,2.0,1918,13361,2.5,0,2,5,8,1977,0.0,56629,47.62652802652664,-119.30587955080479,1664,253,IN
50000,2,1.0,2095,12686,1.5,0,4,5,6,1972,0.0,57800,31.409462565744647,-92.63315517856162,1540,554,WV
374636,4,2.0,2170,14622,1.0,0,1,3,13,1993,2003.0,47367,35.56346095691048,-108.53769057045892,2170,0,IN
167092,2,4.5,1330,2149,3.0,1,3,1,12,1923,0.0,87810,44.10335784525523,-88.9487518587226,1069,260,AZ
50000,1,3.5,1598,11579,1.5,0,0,4,10,1903,1962.0,87754,39.63264566497692,-68.30029886945215,1598,0,WY
643942,3,4.5,1783,12302,2.0,0,3,2,3,2013,0.0,99328,27.654072255134913,-117.65508367577964,1094,688,NH
261854,2,4.5,2229,9635,1.5,0,4,4,4,1977,0.0,78513,40.06558565349438,-111.90885227284943,2229,0,CO
437594,4,1.5,1969,13920,1.5,0,0,5,1,1988,0.0,92762,29.481910830335845,-97.03361132833564,1969,0,WI
290570,4,2.5,3173,19605,2.0,0,4,1,13,1967,0.0,39022,37.2451824178817,-68.78901252528202,3173,0,MN
443544,2,3.5,2847,10691,2.0,0,4,1,8,1924,0.0,79329,37.698478423850524,-80.00684275261025,1965,881,NV
269806,4,1.0,1803,13458,1.5,0,2,1,4,1973,1980.0,69414,46.028880693399636,-72.80093598971868,1803,0,IN
301783,5,1.0,3381,18031,2.0,0,3,3,6,1998,0.0,11659,36.09986257629852,-104.9782536368798,1704,1677,IN
975668,5,1.0,3873,10807,1.0,0,3,4,11,2018,0.0,67941,31.70661813366146,-67.45380699462011,3873,0,MD
50000,5,4.0,-43,5557,2.0,1,2,3,3,1906,1967.0,47930,30.543192357184758,-118.13852948434302,-32,-11,IL
404585,1,2.5,2932,13078,2.0,0,3,2,11,2005,2005.0,53473,45.98204504042407,-120.98054435537225,1571,1360,NE
50000,2,2.0,1307,-1008,1.5,0,2,5,12,1912,0.0,65598,29.10426050603748,-75.23065025792039,796,511,OH
361497,1,3.0,2800,-1491,1.0,0,0,3,11,1967,0.0,26040,35.22084546119545,-71.14590239820178,2800,0,VT
648610,4,2.0,3238,11665,2.5,0,4,3,6,2013,0.0,79806,29.492154758246727,-118.8366346198722,3238,0,AK
50000,1,2.0,1123,-1724,2.5,0,4,5,12,1942,0.0,23286,43.55929696274501,-117.53463667548704,1123,0,SD
50000,4,1.5,147,3424,3.0,0,3,1,11,1956,0.0,79139,36.38494335939086,-122.1090730079209,147,0,VT
50000,4,1.5,2835,8099,2.0,0,1,5,9,1935,0.0,65916,33.42744857336349,-118.04306892936472,2835,0,SC
260644,3,4.5,2135,6392,2.0,0,4,4,9,2019,2020.0,27600,33.666391375035204,-112.06307044238399,2135,0,WV
50000,5,1.0,331,9260,1.0,0,2,5,10,1913,0.0,12291,45.45314096135151,-68.70563272212995,217,114,MS
737232,4,1.5,4529,15564,2.5,0,1,1,3,1981,0.0,23123,38.29057490306651,-85.93196733233822,4529,0,NH
216030,3,1.0,2624,11192,3.0,0,1,5,3,1971,0.0,13811,42.228828427150326,-79.6224775454431,2624,0,AZ
577034,5,1.5,2670,5803,1.0,0,4,3,4,1995,0.0,88883,46.52892439001643,-79.76005398958324,2098,571,VT
50000,4,4.5,3365,16772,2.0,0,4,2,12,1926,0.0,41276,46.64180022497541,-93.50079626258477,3365,0,AR
50000,4,1.5,1419,2855,2.5,0,4,3,7,2005,0.0,64145,32.88421730410872,-78.54312827035801,1419,0,WY
138439,1,3.5,2130,11109,3.0,0,2,2,3,1936,0.0,56619,47.858830315513245,-90.03897065377173,2130,0,AK
118359,1,3.5,680,2299,1.5,0,1,5,10,1986,0.0,91049,25.59702116835053,-106.07087243660862,405,275,MD
160713,5,3.0,1392,11261,2.5,0,3,4,8,1970,0.0,80678,34.04405346438797,-92.01672380020116,1026,365,IA
50000,4,3.5,2385,8406,3.0,0,2,5,11,1975,0.0,98782,46.499172580212196,-93.59001059033272,2385,0,WI
50000,2,1.0,334,15411,1.0,0,0,1,8,1924,0.0,36714,31.59128511560759,-77.06317593571873,204,130,NY
50000,1,3.0,1363,13603,1.5,0,4,5,6,1966,2012.0,65685,31.55395480771164,-68.04154860924544,1363,0,TN
175463,5,1.0,1072,7064,3.0,0,1,2,4,1989,0.0,22194,32.26293484196533,-100.57057377100696,815,256,AL
